SetBegin:Bounds
0.00,0.00
0.00,512.00
512.00,512.00
512.00,0.00
SetEnd
//SetBegin:Constrained:FP0000000000000001/C023 [Obstacle]
//-100.00,-100.00
//-100.00,200.00
//200.00,200.00
//200.00,-100.00
//SetEnd
//SetBegin:Unconstrained:FP0000000000000002/C000 [Non-Obstacle]
//336.09,252.55
//335.41,253.08
//334.97,252.52
//335.66,252.00
//-100.0,-100.0
//SetEnd
//
//SetBegin:Constrained
//256.0, 256.0
//356.0, 256.0
//356.0, 456.0
//SetEnd
//SetBegin:Constrained:self intersecting polygon
//100.00,100.00
//200.00,100.00
//150.00,200.00
//150.00,100.00
//SetEnd
//SetBegin:Constrained:self intersecting polygon 2
//400.00,400.00
//500.00,400.00
//450.00,500.00
//450.00,350.00
//SetEnd
//SetBegin:Constrained:more complex self-intersecting polygon with a duplicate first and last point
//335.00,320.00
//325.00,360.00
//310.00,385.00
//300.00,375.00
//300.00,345.00
//315.00,320.00
//315.00,310.00
//305.00,330.00
//315.00,340.00
//345.00,310.00
//335.00,300.00
//335.00,320.00
//SetEnd
//SetBegin:Constrained:FP0000000000000001/C023 [Obstacle]
//66.50,51.50
//74.00,52.00
//74.00,51.50
//73.50,51.50
//74.00,52.00
//80.00,52.00
//80.00,51.00
//79.00,51.00
//80.00,52.00
//82.00,52.00
//88.00,54.00
//88.50,53.50
//88.00,64.00
//89.00,67.00
//86.00,70.00
//84.00,70.00
//78.00,74.00
//72.00,76.00
//57.50,72.50
//55.00,69.00
//54.00,66.00
//54.00,64.00
//52.00,62.00
//52.00,56.00
//51.00,54.00
//51.00,51.00
//52.00,52.00
//66.00,52.00
//SetEnd
//SetBegin:Constrained:Outer Polygon
//50.00,250.0
//250.00,250.00
//250.00,450.00
//50.00,450.00
//SetEnd
//SetBegin:Constrained:Inner Polygon 1
//100.00,300.0
//200.00,300.00
//200.00,400.00
//100.00,400.00
//SetEnd
//SetBegin:Constrained:Inner Polygon 2
//125.00,325.0
//175.00,325.00
//175.00,375.00
//125.00,375.00
//SetEnd
//SetBegin:Constrained:Overlapping Polygon 1
//250.00,50.00
//350.00,50.00
//350.00,200.00
//250.00,200.00
//SetEnd
//SetBegin:Constrained:Overlapping Polygon 1
//300.00,100.00
//400.00,100.00
//400.00,150.00
//300.00,150.00
//SetEnd
SetBegin:Constrained:FP0000000000000001/C002 [Obstacle]
84.00,70.00
84.00,68.00
83.00,69.00
SetEnd
SetBegin:Constrained:FP0000000000000001/C024 [Obstacle]
66.50,51.50
66.00,51.50
66.00,52.00
74.00,52.00
74.00,51.50
73.50,51.50
74.00,52.00
80.00,52.00
80.00,51.00
79.00,51.00
80.00,52.00
82.00,52.00
88.00,54.00
88.50,53.50
88.00,53.00
88.00,64.00
89.00,67.00
89.50,67.50
89.00,67.00
86.00,70.00
84.00,70.00
78.00,74.00
72.00,76.00
57.50,72.50
55.00,69.00
54.00,66.00
54.00,64.00
52.00,62.00
52.00,56.00
51.00,53.00
51.00,54.00
51.00,51.00
52.00,52.00
66.00,52.00
SetEnd
